组别,姓名,性别,出生年,出身月,出生地,出生地（经度）,出生地（纬度）,籍贯,籍贯（精度）,籍贯（纬度）,毕业学校,毕业学校（经度）,毕业学校（纬度）,专业,毕业时间,当选时间,获得称谓的单位
14.0,陈晓东,,1965,男,北京,116.407215498,39.9047253699,北京,116.407215498,39.9047253699,苏州大学,120.6403834,31.3056604604,化学过程工程,,2010.0,厦门大学化学化工学院
14.0,艾春荣,,1962,男,湖北,112.199108,31.04339,湖北,112.199108,31.04339,上海财经大学,121.494038,31.306594,经济学,,2010.0,
14.0,伍国耀,,,男,广东,112.794065,22.251924,广东,112.794065,22.251924,中国农业大学,121.5292493,37.4330048,动物生化专业,,2010.0,中国农业大学
14.0,张源辉,,,男,青岛,120.382609,36.067108,青岛,120.382609,36.067108,中国农业大学,121.5292493,37.4330048,农业工程专业,,2010.0,中国农业大学
14.0,聂建峰,,,男,,,,,,,重庆大学,106.468097,29.56488,材料,,2010.0,重庆大学
14.0,庄林忠,,,男,上海,121.4737021,31.2303904,上海,121.4737021,31.2303904,北京科技大学,116.3544,39.991094,材料物理,,2010.0,北京科技大学
14.0,林建国,,,男,,,,,,,英国伦敦帝国理工学院大学,-0.1748772,51.4987997,,,2010.0,北京科技大学
14.0,林平,,,男,,,,,,,英国邓迪大学,-2.9821428,56.4582447,,,2010.0,北京科技大学
14.0,丁峙,,,男,,,,,,,上海科技大学,121.356333,31.359182,电子工程,,2010.0,东南大学
14.0,李万林,,,男,,,,,,,东南大学,118.79421,32.055981,,,2010.0,东南大学
14.0,陈战,,,男,,,,,,,美国密歇根大学,-83.7382241,42.2780436,,,2010.0,东南大学
14.0,龚兵,,,男,,,,,,,布法罗纽约州立大学,-78.7889697,43.0008093,,,2010.0,北京师范大学
14.0,赵忠熙,,,男,,,,,,,山东大学,117.060111,36.672125,生化系分析化学,,2010.0,山东大学
14.0,汉纳.布克达恩,,,男,法国,2.213749,46.227638,法国,2.213749,46.227638,法国西布雷塔尼亚大学,-4.5076415,48.3980356,,,2010.0,山东大学
14.0,王军,,,男,,,,,,,澳大学,151.2312675,-33.917347,机械,,2010.0,澳大利亚新南威尔士大学
14.0,张涛,,,男,,,,,,,全维智码信息技术(北京)有限公司大学,116.384302,40.003957,计算机,,2010.0,
14.0,许嘉森,,1969,男,,,,,,,益善生物技术股份有限公司大学,113.4511341,23.1608459,医学,,2010.0,
14.0,刘志翔,,,男,,,,,,,深圳市莱科电子技术有限公司大学,113.944097,22.533265,电子工程（材料科学、工商管理）,,2010.0,
14.0,孙箭华,,,男,北京,116.4073963,39.9041999,北京,116.4073963,39.9041999,赛诺医疗科学技术有限公司大学,117.7033151,39.0809574,生物医药,,2010.0,
14.0,瞿晓铧,,,男,北京,116.4073963,39.9041999,北京,116.4073963,39.9041999,CSI阿特斯公司大学,120.6377102,31.5308138,物理,,2010.0,
14.0,白仲虎,,,男,,,,,,,江南大学,120.277464,31.482675,应用微生物学,,2010.0,
14.0,曹均正,,1960,男,,,,,,,SGCC电气研究院大学,116.2886654,39.822949,工程与材料,,2010.0,
14.0,杨景,,,男,湖南,112.944026,27.829795,湖南,112.944026,27.829795,中国移动通信研究院大学,116.351525,39.896939,通信与电子系统,,2010.0,
14.0,长海博文,,,男,广东,116.081656,24.265926,广东,116.081656,24.265926,苏州大学,120.651928,31.303257,复合材料,,2010.0,
14.0,傅振兴,,1961,男,,,,,,,上海汽车集团股份有限公司大学,121.189613,31.277215,汽车,,2010.0,上海汽车集团股份有限公司
14.0,朱松纯,,1968,男,湖北,114.894843,30.39194,湖北,114.894843,30.39194,美国加州大学,-118.4451811,34.068921,计算机视觉，统计与应用数学、人工智能,,2010.0,美国加州大学洛杉矶分校
14.0,王力帆,,,男,,,,,,,美国Texas A&M大学,-96.336499,30.618531,无线电,,2010.0,
14.0,计皖,,,男,宁夏,106.1580937,37.198731,宁夏,106.1580937,37.198731,宁夏生物技术有限公司大学,106.135846,37.952597,生物,,2010.0,宁夏生物技术有限公司
14.0,戴黎明,,,男,,,,,,,北京化工大学,116.421053,39.970954,化学工程系高分子化工专业,,2010.0,
14.0,毕奇,,,男,,,,,,,中国电信北京研究院大学,116.35495,39.981514,电气自动化,,2010.0,
14.0,陈少伟,,,男,,,,,,,美国加州大学,-122.0582972,36.9914738,化学专业,,2010.0,美国加州大学圣克鲁兹分校
14.0,赵辛,,,男,江苏,120.556005,31.875572,江苏,120.556005,31.875572,西北农林科技大学,108.073742,34.262298,,,2010.0,西北农林科技大学
14.0,王晓东,,1963,男,河南,113.9208444,35.30382326,河南,113.9208444,35.30382326,百济神州（北京）生物科技有限公司大学,116.273825238,40.0959306286,生物,,2010.0,百济神州（北京）生物科技有限公司
14.0,吴仲义,,1954,男,台湾,121.520076,25.030724,台湾,121.520076,25.030724,中科院基因所大学,116.3790242,40.00371839,生物,,2010.0,中科院基因所
14.0,林鑫华,,,男,,,,,,,中国科学院大学,103.853862292,36.0416709844,生物,,2010.0,中国科学院
14.0,许瑞明,,,男,,,,,,,中国科学院大学,103.853862292,36.0416709844,生物,,2010.0,中国科学院
14.0,吴瑛,,,男,,,,,,,中国科学院大学,103.853862292,36.0416709844,生物,,2010.0,中国科学院
14.0,刘景月,,1960,男,河北,114.908809415,37.8954829786,河北,114.908809415,37.8954829786,中国科学院大学,103.853862292,36.0416709844,物理,,2010.0,中国科学院
14.0,刘兴胜 ,,,男,陕西,109.182817308,35.3943362858,陕西,109.182817308,35.3943362858,中国科学院大学,103.853862292,36.0416709844,材料科学与工程,,2010.0,中国科学院
14.0,丁洪,,,男,湖南,112.93342194,28.2312977,湖南,112.93342194,28.2312977,中国科学院大学,103.853862292,36.0416709844,凝聚态物理,,2010.0,中国科学院
14.0,谢心澄,,,男,江苏,118.791694972,32.0623235922,江苏,118.791694972,32.0623235922,中国科学院大学,103.853862292,36.0416709844,物理,,2010.0,中国科学院
14.0,杨贞标,,,男,福建,119.379430922,25.7238833094,福建,119.379430922,25.7238833094,中国科学院大学,103.853862292,36.0416709844,植物学,,2010.0,中国科学院
14.0,苏党生,,,男,,,,,,,中国科学院大学,103.853862292,36.0416709844,金属学,,2010.0,中国科学院
14.0,时玉舫,,,男,山西,111.51335967,36.08830613,山西,111.51335967,36.08830613,中国科学院大学,103.853862292,36.0416709844,免疫学,,2010.0,中国科学院
14.0,郑国庆,,1962,男,,,,,,,中国科学院大学,103.853862292,36.0416709844,物理系教,,2010.0,中国科学院
14.0,戴鹏程,,,男,,,,,,,中国科学院大学,103.853862292,36.0416709844,材料系,,2010.0,中国科学院
14.0,刘德荣,,,男,,,,,,,中国科学院大学,103.853862292,36.0416709844,物理,,2010.0,中国科学院
14.0,杨广中,,1963,男,上海,121.4737021,31.2303904,上海,121.4737021,31.2303904,上海交通大学,121.432880803,31.1987945565,生物学,,2010.0,上海交通大学
14.0,张元亭,,1962,男,深圳,114.057865,22.543096,深圳,114.057865,22.543096,中国科学院大学,116.407215498,39.9047253699,医学,,2010.0,中国科学院
14.0,严晋跃,,1959,男,浙江,119.7889248,29.1416432,浙江,119.7889248,29.1416432,上海交通大学,121.432880803,31.1987945565,应用能源技术,,2010.0,上海交通大学
14.0,倪明选,,1965,男,香港,114.16048961,22.27807577,香港,114.16048961,22.27807577,香港科大学,113.607423,22.749725,计算机科学与工程系,,2010.0,香港科大霍英东研究院
14.0,张荣光,,1966,男,北京,116.407215498,39.9047253699,北京,116.407215498,39.9047253699,国家蛋白质科学中心大学,116.314442,39.992485,生物学,,2010.0,国家蛋白质科学中心
14.0,Michael Lynn Arnold,,1967,男,澳大,133.775136,25.274398,澳大,133.775136,25.274398,澳大学,149.118527,35.2776999,生物学,,2010.0,澳大利亚国立大学
14.0,椿范立,,1965,男,日本,116.938476562,47.2792290026,日本,116.938476562,47.2792290026,日本国立富山大学,137.1861434,36.6993403,化学,,2010.0,日本国立富山大学
14.0,李学龙,,1966,男,安徽,117.9249002,30.6006773,安徽,117.9249002,30.6006773,中国科学院西安光学精密机械研究所大学,108.8578206,34.1692087,精密机械,,2010.0,中国科学院西安光学精密机械研究所
14.0,王卫,,1967,男,南京,118.796877,32.060255,南京,118.796877,32.060255,华东理工大学,121.425248,31.140897,化学,,2010.0,华东理工大学
14.0,周维佳,,1957,男,江苏,119.7889248,33.1401715,江苏,119.7889248,33.1401715,美国威斯康星大学,,,空间自动化,,2010.0,美国威斯康星大学
14.0,丁玉龙,,,男,,,,,,,英国利兹大学,,,工学,,2010.0,英国利兹大学
14.0,陈杰,,1963,男,湖北,113.56627,30.93878,湖北,113.56627,30.93878,北京思比科微电子技术有限公司大学,116.308515,40.040993,电子工程,,2010.0,北京思比科微电子技术有限公司
14.0,张廷军,,,男,,,,,,,兰州大学,103.859525,36.045468,地球物理学,,2010.0,美国NOAA及科罗拉多大学博尔德分校环境科学联合研究院
14.0,孙文科,,,男,,,,,,,中科院研究生院大学,116.682386,40.408141,地球物理学,,2010.0,中国科学院研究生院
14.0,Roy Anthony Periana,,,男,,,,,,,美国佛罗里达scripps研究所大学,-117.242295742,,,,2010.0,美国佛罗里达Scripps研究所能源实验室
14.0,张彦春,,,男,,,,,,,澳大学,,,,,2010.0,澳大利亚维多利亚大学
14.0,傅阳心,,,男,,,,,,,中国科学院生物物理研究所大学,,,医学,,2010.0,美国芝加哥大学
14.0,刘正新,,,男,,,,,,,中科院上海微系统所大学,,,,,2010.0,日本产业技术综合研究所
14.0,赵予生,,1956,男,,,,,,,美国内华达大学,,,地球物理学,,2010.0,中国科学院物理研究所
14.0,张明华,,,男,吴江,120.645158,31.138677,吴江,120.645158,31.138677,美国纽约州立大学,,,理学,,2010.0,美国纽约州立大学石溪分校
14.0,刘平,,,男,,,,,,,美国德州大学,,,应用物理学,,2010.0,宁波材料所
14.0,张宗超,,,男,,,,,,,中国科学院大学,,,理学,,2010.0,美国国家实验室催化研究中心
14.0,周晓洪,,,男,,,,,,,美国伊里诺大学,,,,,2010.0,中国科学院生物物理研究所
14.0,郭后扬,,1965,男,河南,115.654481,32.168137,河南,115.654481,32.168137,美国Tri Alpha Energy 新型核聚变能源研究开发公司大学,,,,,2010.0,合肥研究院
14.0,金平实,,,男,四川,102.8054753,30.2638032,四川,102.8054753,30.2638032,日本通产省工业技术院大学,,,电及计算机工程,,2010.0,中国科学院上海硅酸盐研究所
14.0,铁学熙,,,男,天津,117.199348209,39.0850853357,天津,117.199348209,39.0850853357,中国科学院大学,108.887430757,34.2285310267,地球物理,,2010.0,中国科学院
14.0,施建成,,,男,北京,116.4073963,39.9041999,北京,116.4073963,39.9041999,中国科学院大学,116.38517,40.005991,地球科学,,2010.0,中国科学院
14.0,秦禄昌,,1963,男,浙江,121.54399,29.868336,浙江,121.54399,29.868336,中国科学院大学,121.632445,29.921954,材料科学,,2010.0,中国科学院
14.0,刘学峰,,,男,四川,106.747477,31.867903,四川,106.747477,31.867903,南京理工大学,118.855317,32.035225,电子工程,,2010.0,南京理工大学
14.0,施一公,,,男,河南,113.625328,34.746611,河南,113.625328,34.746611,清华大学,116.3264439,39.9996674,结构生物学,,2010.0,清华大学
14.0,宋永华,,,男,四川,106.747477,31.867903,四川,106.747477,31.867903,澳门大学,113.5514,22.133388,电气工程,,2010.0,清华大学
14.0,胡小平,,,男,上海,121.4737021,31.2303904,上海,121.4737021,31.2303904,复旦大学,121.5036178,31.2974197,生物医学工程,,2010.0,复旦大学
14.0,王力军,,1966,男,北京,116.4073963,39.9041999,北京,116.4073963,39.9041999,清华大学,116.3264439,39.9996674,精密仪器,,2010.0,清华大学
14.0,张奇伟,,,男,,,,,,,清华大学,116.3264439,39.9996674,自动化,,2010.0,清华大学
14.0,危岩,,,男,江西,114.9042208,27.0874564,江西,114.9042208,27.0874564,清华大学,116.3264439,39.9996674,化学,,2010.0,清华大学
14.0,尤力,,,男,江苏,119.7889248,33.1401715,江苏,119.7889248,33.1401715,清华大学,116.3264439,39.9996674,物理,,2010.0,清华大学
14.0,黄子为,,,男,,,,,,,清华大学,116.3264439,39.9996674,化学生物学,,2010.0,清华大学
14.0,苑纯,,,男,,,,,,,清华大学,116.3264439,39.9996674,材料科学,,2010.0,清华大学
14.0,杜瑞瑞,,,男,北京,116.4073963,39.9041999,北京,116.4073963,39.9041999,北京大学,116.3058739,39.986913,材料科学,,2010.0,北京大学
14.0,鄂维南,,,男,江苏,119.7889248,33.1401715,江苏,119.7889248,33.1401715,北京大学,116.3058739,39.986913,数学,,2010.0,北京大学
14.0,刘小博,,,男,,,,,,,北京大学,116.3058739,39.986913,数学,,2010.0,北京大学
14.0,丛京生,,,男,北京,116.4073963,39.9041999,北京,116.4073963,39.9041999,北京大学,116.3058739,39.986913,计算机科学与技术,,2010.0,北京大学
14.0,Robert Parker,,,男,,,,,,,大学,,,,,2010.0,
14.0,邵志峰,,,男,,,,,,,上海交通大学,121.432841,31.201001,物理学,,2010.0,上海交通大学
14.0,倪军,,,男,,,,,,,上海交通大学,121.432841,31.201001,机械制造,,2010.0,美国密西根大学
14.0,吴国雄,,,男,,,,,,,哈尔滨工程大学,126.6882123,45.7743352,船舶与海洋工程,,2010.0,哈尔滨工程大学
14.0,李杰,,,男,,,,,,,上海交通大学,121.432841,31.201001,机械,,2010.0,
14.0,蔡申瓯,,,男,浙江,120.699361,27.993828,浙江,120.699361,27.993828,上海交通大学,121.432841,31.201001,应用数学、物理学、生物学，及神经科学,,2010.0,美国纽约大学库朗数学研究所
14.0,罗勇,,,男,,,,,,,上海交通大学,121.432841,31.201001,海洋工程,,2010.0,美国SBM-IMODCO公司
14.0,陆键,,,男,,,,,,,上海交通大学,121.432841,31.201001,土木工程,,2010.0,上海交通大学
14.0,王晋,,,男,,,,,,,上海交通大学,121.432841,31.201001,海洋深水平台结构设计和建造技术研究,,2010.0,
14.0,谢汉萍,,,男,台湾,121.0793705,23.9036873,台湾,121.0793705,23.9036873,台湾国立交通大学,120.999263,24.789067,电机及电脑工程系,,2010.0,台湾国立交通大学
14.0,韦悦周,,,男,广西,108.8076195,23.7247599,广西,108.8076195,23.7247599,上海交通大学,121.432841,31.201001,核化学与工程,,2010.0,日本东北大学
14.0,谢晓岚,,1964,男,云南,101.3431058,24.4752847,云南,101.3431058,24.4752847,法国国立圣艾蒂安高等矿业学院大学,,,工业工程,,2010.0,法国国立圣艾蒂安高等矿业学院
18.0,许利群,男,,,,,,,,,东南大学,,,,,2008.0,
18.0,甘中学,男,,,,,,,,,美国康涅狄格州大学,,,,,2008.0,
18.0,罗斯·麦卡勒斯特（Ross Macallister）,男,,,,,,,,,,,,,,2008.0,
18.0,姚振宇,男,,,,,,,,,,,,,,2008.0,
18.0,陈棣,男,,,,,,,,,天津医科大学,,,骨科,,2008.0,
18.0,程宜荪,男,,,,,,,,,清华大学,,,化工,,2008.0,
18.0,徐永龙,男,,,,,,,,,武汉测绘学院,,,,,2008.0,
18.0,陈大可,男,,,,,,,,,美国纽约州立大学石溪分校,,,海洋学,,2008.0,
18.0,于学杰,男,,,,,,,,,山东医学院,,,传染病流行病与新发传染病,,2008.0,
18.0,张红力,男,,,,,,,,,黑龙江八一农垦大学,,,,,2008.0,
18.0,李俊,男,,,,,,,,,北京大学,,,,,2008.0,
18.0,孙琦,男,,,,,,,,,,,,,,2008.0,
18.0,杨健,男,,,,,,,,,日本名古屋大学,,,材料工程,,2008.0,
18.0,严群,男,,,,,,,,,复旦大学,,,原子物理学,,2008.0,
18.0,张霄岭,男,,,,,,,,,,,,金融学,,2008.0,
18.0,朱长虹,男,,,,,,,,,美国芝加哥大学,,,物理学,,2008.0,
18.0,马晓光,男,,,,,,,,,美国加州大学伯克利分校,,,基础材料科学,,2008.0,
18.0,徐希平,男,,,,,,,,,日本筑波大学,,,医学,,2008.0,
18.0,花蕾,女,,,,,,,,,宾夕法尼亚大学,,,经济学,,2008.0,
18.0,吴洪流,男,,,,,,,,,南开大学,,,化学,,2008.0,
18.0,徐国洪,男,,,,,,,,,中国科学技术大学,,,,,2008.0,
18.0,张辉,男,,,,,,,,,美国加州大学伯克利分校,,,电子工程学,,2008.0,
18.0,谢良志,男,,,,,,,,,大连工学院（大连理工大学）,,,,,2008.0,
18.0,谢东,男,,,,,,,,,约翰霍普金斯大学,,,,,2008.0,
18.0,洪浩,男,,,,,,,,,,,,,,2008.0,
18.0,宁若拉,男,,,,,,,,,美国犹他大学,,,电子物理,,2008.0,
18.0,刘佳炎,男,,,,,,,,,,,,,,2008.0,
18.0,胡祥,男,,,,,,,,,瑞典哥德堡大学,,,生物化学及分子生物,,2008.0,
18.0,夏建统,男,,,,,,,,,,,,,,2008.0,
18.0,张彦,男,,,,,,,,,新加坡国立大学,,,,,2008.0,
18.0,俞昌,男,,,,,,,,,宾夕法尼亚州立大学,,,物理学,,2008.0,
18.0,盛司潼,男,,,,,,,,,美国弗吉尼亚大学,,,,,2008.0,
18.0,张乃千,男,,,,,,,,,加州大学,,,电子与计算机工程,,2008.0,
18.0,周文益,男,,,,,,,,,陕西微电子研究所,,,,,2008.0,
18.0,樊延都,男,,,,,,,,,,,,,,2008.0,
18.0,达声蔚,男,,,,,,,,,"清华大学
",,,,,2008.0,
18.0,李胜峰,男,,,,,,,,,美国乔治亚大学,,,,,2008.0,
18.0,周振,男,,,,,,,,,"厦门大学
",,,,,2008.0,
18.0,杨阳,男,,,,,,,,,,,,,,2008.0,
18.0,陈智勇,男,,,,,,,,,复旦大学,,,,,2008.0,
18.0,伍永安,男,,,,,,,,,伯克利加州大学,,,,,2008.0,
18.0,李玮,男,,,,,,,,,华中科技大学,,,,,2008.0,
18.0,马平西,男,,,,,,,,,,,,,,2008.0,
18.0,丁列明,男,,,,,,,,,浙江医科大学,,,传染病学,,2008.0,
18.0,吴薇,男,,,,,,,,,法国里尔一大,,,无线电信息工程,,2008.0,
18.0,潘海东,男,,,,,,,,,波士顿大学,,,机械电子,,2008.0,
18.0,王立军,男,,,,,,,,,,,,,,2008.0,
18.0,郑卫国,男,,,,,,,,,美国布兰迪斯大学,,,高分子材料复合材料,,2008.0,
18.0,李宏化,男,,,,,,,,,,,,,,2008.0,
18.0,李勇,男,,,,,,,,,斯坦福大学,,,化学,,2008.0,
18.0,彭滢,男,,,,,,,,,,,,,,2008.0,
18.0,韩蓝青,男,,,,,,,,,加拿大女王大学,,,工程,,2008.0,
18.0,张必良,男,,,,,,,,,美国哥伦比亚大学,,,,,2008.0,
18.0,周治明,男,,,,,,,,,华南理工大学,,,,,2008.0,
18.0,赵善麒,男,,,,,,,,,,,,,,2008.0,
18.0,徐飞,男,,,,,,,,,,,,,,2008.0,
18.0,朱远源,男,,,,,,,,,名古屋大学,,,临床医学,,2008.0,
18.0,周海军,男,,,,,,,,,,,,,,2008.0,
18.0,张愚,男,,,,,,,,,,,,,,2008.0,
18.0,吴耿,男,,,,,,,,,杨伯翰大学,,,热化学,,2008.0,
18.0,陈光天,男,,,,,,,,,纽约城市大学,,,,,2008.0,
18.0,陈凯,男,,,,,,,,,约翰霍普金斯大学,,,医学,,2008.0,
18.0,肖家华,男,,,,,,,,,中科院物理所,,,凝聚态物理,,2008.0,
18.0,余建军,男,,,,,,,,,北京邮电大学,,,光纤通信,,2008.0,
18.0,许晟,男,,,,,,,,,新泽西理工学院,,,,,2008.0,
18.0,姚宏宇,男,,,,,,,,,威斯康辛大学麦迪逊分校,,,计算机和材料,,2008.0,
18.0,高培良,男,,,,,,,,,美国西北大学,,,,,2008.0,
18.0,姚力军,男,,,,,,,,,哈尔滨工业大学,,,工学,,2008.0,
18.0,徐小平,男,,,,,,,,,,,,,,2008.0,
18.0,庄伟东,男,,,,,,,,,麻省理工学院,,,电子材料,,2008.0,
18.0,费扬,男,,,,,,,,,,,,,,2008.0,
18.0,杨大川,男,,,,,,,,,美国纽约州立大学,,,计算机,,2008.0,
18.0,陈键锋,男,,,,,,,,,,,,,,2008.0,
18.0,周振,男,,,,,,,,,德国吉森大学,,,物理学,,2008.0,
18.0,顾铁,男,,,,,,,,,,,,,,2008.0,
18.0,任永坚,男,,,,,,,,,美国福罗里达州大西洋大学,,,计算机,,2008.0,
